area,welfare,weight
rural,217.36216823630136,329.2368530273438
rural,109.01271671660959,351.89959716796875
rural,213.44287243150686,398.89556884765625
rural,423.683540239726,538.45697021484375
rural,1053.5749571917809,165.6372528076172
rural,307.12660530821915,445.40081787109375
rural,382.05144477739725,481.0739440917969
rural,264.9958690068493,313.1604919433594
rural,840.3619006849315,782.39825439453125
rural,328.4832726883562,727.6269378662109
rural,482.9353381849315,361.25775146484375
rural,290.8695526541096,188.65802001953125
rural,256.107502140411,863.7113037109375
rural,159.44245505136988,185.93038940429687
rural,2492.609589041096,376.7030029296875
rural,152.51302975171234,564.7523193359375
rural,277.23021190068494,556.34185791015625
rural,416.01925299657535,702.16748046875
rural,157.5660102739726,220.03250122070312
rural,1090.8732020547945,132.98538208007812
rural,117.6873046875,361.25775146484375
rural,714.7776755136987,4247.7080078125
rural,704.3700128424657,667.8172607421875
rural,1080.9942636986302,129.97916793823242
rural,1246.7648116438356,102.76142883300781
rural,232.33468535958903,105.51272583007812
rural,195.02199272260273,424.18796212332586
rural,426.7640946061644,202.18345642089844
rural,141.82191780821918,416.0028076171875
rural,259.9236568921233,966.05718994140625
rural,536.9592251712329,525.698974609375
rural,601.963227739726,1215.2457275390625
rural,143.85288955479453,98.69751739501953
rural,157.53894477739726,232.0862565474077
rural,152.77978381849314,1064.5552978515625
rural,373.2955158390411,734.25579833984375
rural,102.36196489726028,538.45697021484375
rural,181.71223779965754,837.00384521484375
rural,127.46114351455479,159.35926818847656
rural,751.3451840753424,228.06373596191406
rural,105.9288955479452,1208.8497314453125
rural,201.54124571917808,540.51446533203125
rural,1740.9083476027397,335.5826721191406
rural,117.7679714255137,144.9325942993164
rural,297.00693493150686,218.71646118164062
rural,647.6872859589041,1577.8555908203125
rural,125.21286922089041,1215.2457275390625
rural,245.6119006849315,439.9932338169643
rural,581.8925085616438,235.08565266927081
rural,496.5490582191781,345.611572265625
rural,204.50181934931507,251.74002075195313
rural,480.71455479452055,317.97674560546875
rural,265.0753799229452,757.61334228515625
rural,458.96532534246575,445.2580261230469
rural,309.893386130137,323.8601379394531
rural,420.4201412671233,497.4029235839844
rural,254.071875,337.821533203125
rural,224.23797624143836,928.50732421875
rural,149.3709278681507,281.6091003417969
rural,271.9613334760274,445.0867614746094
rural,204.00674229452054,708.2913818359375
rural,255.30707940924657,226.0751495361328
rural,474.4342037671233,70.99600982666016
rural,151.61049336472604,681.8089599609375
rural,376.6569991438356,351.89959716796875
rural,167.6140678510274,737.88494873046875
rural,250.4027504280822,146.55508422851562
rural,380.9774614726027,126.65847778320312
rural,153.990234375,762.578857421875
rural,31.076222709760273,595.93780517578125
rural,303.02093321917806,942.66998291015625
rural,444.9631207191781,618.6705322265625
rural,224.39868364726027,598.54913330078125
rural,81.56733197773973,1149.3535034179688
rural,856.3805008561644,547.31695556640625
rural,456.4088398972603,482.9657287597656
rural,199.7357555650685,451.2934265136719
rural,350.1588184931507,321.07745361328125
rural,45.5359482020548,800.24346923828125
rural,349.4068279109589,817.223876953125
rural,302.043332619863,584.3401031494141
rural,1477.5321061643835,525.698974609375
rural,357.9851776541096,405.7342834472656
rural,130.33039918664383,313.1604919433594
rural,221.04323630136986,1003.8125610351562
rural,305.83802440068496,822.868408203125
rural,182.94793985445204,948.12799072265625
rural,41.57474582619863,800.24346923828125
rural,103.64483090753424,944.810791015625
rural,306.469841609589,189.09860229492187
rural,83.78598030821918,4247.7080078125
rural,790.716459760274,478.99188232421875
rural,679.1118364726027,98.3749771118164
rural,225.71888912671233,395.3016357421875
rural,294.0405821917808,550.52398681640625
rural,230.75220462328767,414.1434020996094
rural,142.45036386986303,1079.453857421875
rural,272.69133133561644,283.3776206970215
rural,550.7443921232876,498.0074462890625
rural,162.33920162671234,748.8377685546875
rural,418.132866010274,916.64251708984375
rural,115.38264394263699,153.58668518066406
rural,214.82141481164385,972.3658447265625
rural,189.32112585616437,536.88043212890625
rural,117.06246254280822,164.76547241210937
rural,271.9613334760274,445.0867614746094
rural,262.42098672945207,601.3561630249023
rural,203.101171875,525.698974609375
rural,274.28912671232877,398.5821838378906
rural,234.3627354452055,797.944091796875
rural,163.37860659246576,591.74542236328125
rural,1203.181720890411,1150.110107421875
rural,594.7493578767123,729.1474609375
rural,208.01434610445204,394.4638977050781
rural,552.5613441780822,404.11993408203125
rural,2418.8075342465754,573.76568603515625
rural,71.35336579623288,569.68194580078125
rural,713.2062714041095,445.23162841796875
rural,243.91716074486303,635.20196533203125
rural,716.4400684931506,497.4029235839844
rural,412.12191780821917,631.16021728515625
rural,494.52116866438354,282.9616394042969
rural,284.32840325342465,662.6993408203125
rural,117.79364833047946,875.68310546875
rural,517.4415346746575,586.46209716796875
rural,134.1888457833904,503.0832824707031
rural,421.89779537671234,216.4840545654297
rural,287.26518621575343,390.7442932128906
rural,61.46095890410959,1064.5552978515625
rural,144.4976776541096,169.921875
rural,263.19989833047947,187.6688232421875
rural,518.1393621575343,729.6415571732954
rural,148.07592572773973,343.26727294921875
rural,485.9478595890411,300.520068359375
rural,117.06246254280822,164.76547241210937
rural,145.84482020547946,297.765625
rural,261.22392444349316,66.8919677734375
rural,166.85915560787672,169.921875
rural,260.13817422945203,332.27783203125
rural,264.3615796232877,180.86012268066406
rural,146.8669841609589,1148.398681640625
rural,124.24351990582191,702.80291748046875
rural,80.06599957191781,944.810791015625
rural,173.166042380137,320.3321838378906
rural,94.5154270119863,559.19580078125
rural,1077.4136558219177,319.82476806640625
rural,1217.7801369863014,395.70843505859375
rural,122.14781410530821,413.49097595214846
rural,1395.9303082191782,589.25482177734375
rural,407.5203017979452,763.15985107421875
rural,161.17744006849315,132.64041137695312
rural,578.4653039383562,972.3658447265625
rural,67.8441379494863,595.93780517578125
rural,176.0486301369863,419.2846374511719
rural,153.3052493578767,398.89556884765625
rural,247.59147046232877,1940.273681640625
rural,159.21336151541095,828.32086181640625
rural,96.13391481164383,662.6993408203125
rural,98.32665346746575,350.70416259765625
rural,218.3749892979452,702.16748046875
rural,593.1181720890411,236.17808532714844
rural,116.23268675085616,56.30718231201172
rural,152.77978381849314,1064.5552978515625
rural,796.9854452054794,160.214599609375
rural,903.9356378424658,355.01751708984375
rural,190.19932577054794,514.41314697265625
rural,177.8353863441781,1070.9580078125
rural,373.6050834760274,960.51385498046875
rural,270.05047089041096,193.12625122070312
rural,70.15310092037672,169.5691680908203
rural,211.70441994863015,152.88015747070312
rural,444.9631207191781,618.6705322265625
rural,793.1998715753425,382.004150390625
rural,214.68701840753425,250.03907775878906
rural,122.3916042380137,569.68194580078125
rural,288.5533818493151,290.22393798828125
rural,318.5572988013699,885.393310546875
rural,211.2562660530822,795.572021484375
rural,246.41065389554794,961.98291015625
rural,395.58326198630135,210.73165893554687
rural,391.5351241438356,277.817626953125
rural,295.06891053082194,705.76373291015625
rural,142.18839362157533,121.33891296386719
rural,297.6168557363014,339.3911437988281
rural,784.0024186643835,657.93670654296875
rural,160.900363869863,934.654296875
rural,312.43837756849314,748.5913628472223
rural,464.6218857020548,887.1294148763021
rural,176.06887307363013,85.43394978841145
rural,118.62946810787672,289.4899597167969
rural,217.53371147260273,169.5691680908203
rural,631.5463613013699,494.9478454589844
rural,153.97761665239727,502.437744140625
rural,224.39868364726027,598.54913330078125
rural,111.65090432363014,773.47283935546875
rural,490.8781464041096,182.47250366210937
rural,401.465207619863,318.4244689941406
rural,387.8897260273973,547.31695556640625
rural,339.91457619863013,27.90521240234375
rural,143.85288955479453,98.69751739501953
rural,76.88362050513699,602.85382080078125
rural,190.8799122431507,492.31878662109375
rural,264.6037564212329,1064.66259765625
rural,97.70639447773972,443.5020446777344
rural,92.36909781678082,98.69751739501953
rural,548.7258133561644,1127.4212646484375
rural,234.8351616010274,980.653076171875
rural,210.06763163527398,292.27880859375
rural,162.44072131849316,283.05621337890625
rural,381.74245505136986,419.5661315917969
rural,610.4880565068493,588.1364440917969
rural,191.16655607876712,794.225341796875
rural,76.88362050513699,602.85382080078125
rural,82.22452910958904,494.9478454589844
rural,315.25903253424656,173.30555725097656
rural,233.20912885273972,1112.6837158203125
rural,224.00539918664384,382.004150390625
rural,349.4276648116438,968.8863525390625
rural,139.7333957619863,399.34075927734375
rural,130.41103381849314,72.976409912109375
rural,412.5620933219178,174.96739196777344
urban,665.1089897260274,641.75787353515625
urban,489.9834118150685,112.15016174316406
urban,75.455570419520555,317.06292724609375
urban,666.296404109589,1066.58349609375
urban,681.1744006849315,126.4089126586914
urban,160.21809182363015,587.05889892578125
urban,574.5565710616438,577.04156494140625
urban,574.0964255136986,357.31890869140625
urban,901.3100599315069,104.57211303710937
urban,96.44747966609589,125.8402328491211
urban,684.2442636986301,736.225830078125
urban,336.9631207191781,112.15016174316406
urban,521.3252568493151,488.2745056152344
urban,1161.3083476027398,98.91713169642857
urban,738.4781892123287,85.59197235107422
urban,172.24281357020547,203.7984161376953
urban,271.81374143835615,107.87739701704545
urban,1285.3794092465753,88.02507781982422
urban,1404.2513270547945,314.20159912109375
urban,138.03014768835615,184.6741485595703
urban,1644.9015410958905,175.4528045654297
urban,1114.4662243150685,1316.0264892578125
urban,1131.6332619863015,159.75778198242187
urban,851.587756849315,246.7364501953125
urban,779.2416523972603,412.59521484375
urban,418.0060787671233,439.1419372558594
urban,1107.7961044520548,836.720703125
urban,293.1549336472603,483.4681091308594
urban,154.69697131849315,100.26860809326172
urban,541.326305650685,150.00596618652344
urban,560.999165239726,162.95321655273437
urban,450.54134203767126,100.26860809326172
urban,1431.307191780822,530.1514892578125
urban,227.09752782534247,250.93304951985678
urban,278.8722495719178,551.41571044921875
urban,191.62904537671233,222.0863800048828
urban,611.4326198630137,748.65960693359375
urban,4789.784589041096,756.00750732421875
urban,773.0673801369863,354.8252868652344
urban,551.0861301369863,1124.62890625
urban,2707.7532534246575,187.49644470214844
urban,1069.2588184931508,298.1845397949219
urban,1248.4172517123288,126.4089126586914
urban,657.8745719178082,464.758544921875
urban,297.8968857020548,89.17811584472656
urban,365.3024614726027,1079.281005859375
urban,1104.881506849315,487.4293917142428
urban,390.24837328767126,629.12335205078125
urban,1249.8029537671232,380.2775573730469
urban,287.06535744863015,39.878944396972656
urban,139.07729023972604,587.05889892578125
urban,940.8251712328768,156.85745239257812
urban,123.45775363869863,599.326904296875
urban,1019.8118578767123,502.5446472167969
urban,2744.673287671233,97.41442108154297
urban,2112.8452910958904,338.6575622558594
urban,258.9798801369863,128.29074096679687
urban,257.23205265410957,873.82745361328125
urban,248.17583476027397,1239.2684326171875
urban,112.51592465753424,701.75579833984375
urban,198.66296018835615,808.3572998046875
urban,904.8245933219179,113.9752426147461
urban,781.8009631849316,274.5871887207031
urban,656.0748287671233,267.0480041503906
urban,201.3199058219178,120.70389556884766
urban,975.962863869863,116.04752349853516
urban,3464.5510273972604,217.54600524902344
urban,1658.2154537671233,897.61981201171875
urban,771.4702910958904,319.5051574707031
urban,365.3024614726027,1079.281005859375
urban,1649.0640410958904,142.01564025878906
urban,612.9046875,394.6352233886719
urban,1358.4535530821918,292.0897521972656
urban,278.8722495719178,551.41571044921875
urban,206.39170055650686,179.78932189941406
urban,1329.0136130136987,144.5694122314453
urban,309.1675941780822,96.57608795166016
urban,2463.0549657534248,160.64935913085938
urban,163.86331335616438,761.2822265625
urban,47.071959278681504,808.3572998046875
urban,2178.644434931507,743.5269775390625
urban,188.7334225171233,551.41571044921875
urban,759.5932577054795,397.4423522949219
urban,180.16980950342466,211.6739044189453
urban,3015.127397260274,1732.445068359375
urban,323.96535744863013,93.07069396972656
urban,418.77758989726027,997.453125
urban,798.4042166095891,153.83668518066406
urban,965.3330265410959,159.9529571533203
urban,1250.133133561644,663.3629150390625
urban,388.9881421232877,232.7644805908203
urban,352.6372859589041,943.5162353515625
urban,150.64888163527397,116.04752349853516
urban,208.47142551369862,193.83978271484375
urban,274.9726669520548,609.476318359375
urban,1683.5596746575343,861.74298095703125
urban,1047.315154109589,180.6173553466797
urban,670.5265839041095,412.84796142578125
urban,226.8913901969178,248.55795288085937
urban,194.77318600171233,247.04827880859375
urban,293.68131421232874,841.91162109375
urban,1502.1577910958904,183.17071533203125
urban,3459.442551369863,182.55609512329102
urban,179.16732662671234,778.13836669921875
urban,433.8654965753425,1066.58349609375
urban,932.2954623287671,1075.858154296875
urban,360.4038955479452,226.48678588867187
urban,798.555051369863,278.2602233886719
urban,1193.0794520547945,203.31776428222656
urban,250.0693279109589,192.5147705078125
urban,663.8571061643836,641.59619140625
urban,949.338955479452,1109.1414794921875
urban,737.2980308219178,301.6819763183594
urban,285.8625642123288,298.8269348144531
urban,811.7694349315068,128.63101196289062
urban,254.23500642123287,164.2603302001953
urban,738.4781892123287,85.59197235107422
urban,296.46549657534246,274.22357177734375
urban,96.5331950984589,245.6032257080078
urban,464.9020119863014,172.34780883789062
urban,63.19847228167808,203.7984161376953
urban,213.22426155821918,1044.2896728515625
urban,169.92250107020547,412.84796142578125
urban,2492.7459760273973,298.8269348144531
urban,958.2924657534246,117.17149353027344
urban,293.40712756849314,192.5147705078125
urban,871.8588184931507,453.39434814453125
urban,144.61003317636985,161.5745849609375
urban,288.9622859589041,132.27743530273437
urban,263.9138270547945,68.5379867553711
urban,462.0178510273973,835.155029296875
urban,720.0288955479452,466.1700134277344
urban,686.1214469178083,101.32140350341797
urban,713.1858518835617,539.8852095170455
urban,169.37608625856166,328.3572998046875
urban,437.8948844178082,161.6578826904297
urban,259.20131635273975,1124.62890625
urban,1349.2982876712329,212.87205505371094
urban,715.0937928082192,474.76220703125
urban,326.7743578767123,579.74700927734375
urban,154.35321061643836,96.02735900878906
urban,552.4444135273973,671.97796630859375
urban,226.38806185787672,323.4027099609375
urban,1069.2588184931508,298.1845397949219
urban,86.5377033390411,89.17811584472656
urban,319.85403467465756,121.57359313964844
urban,260.54935787671235,313.21942138671875
urban,413.4283818493151,359.1349792480469
urban,285.5638163527397,294.4062805175781
urban,490.64049657534247,370.59259033203125
urban,542.4497645547946,393.427001953125
urban,437.6731913527397,220.348388671875
urban,625.2660102739726,199.62303161621094
urban,367.91901755136985,877.04541015625
urban,537.4326626712328,144.79149451622598
urban,2092.8608732876714,227.2358856201172
urban,874.6686215753425,2641.303497314453
urban,523.6685573630137,1042.4427490234375
urban,257.3070687071918,145.3598175048828
urban,1676.4585616438355,1246.9616241455078
urban,663.7750428082192,147.15496826171875
urban,1510.7247431506848,113.96931457519531
urban,506.1518193493151,1079.281005859375
urban,71.1572131849315,639.15460205078125
urban,282.1104773116438,877.04541015625
urban,388.45948202054797,223.15182495117187
urban,1641.0245291095891,180.19801330566406
urban,4057.521832191781,83.34874725341797
urban,119.53775952482877,121.69116973876953
urban,1822.3972602739725,552.16937255859375
urban,91.86570526541095,164.12435913085937
urban,1266.6028253424658,314.20159912109375
urban,86.82016534674658,396.2821960449219
urban,318.3141588184931,260.3591003417969
urban,1152.004109589041,272.35479736328125
urban,226.11411601027396,289.1928955078125
urban,544.3087756849316,966.30645751953125
urban,1821.1755565068493,263.4037780761719
urban,1213.3923801369863,201.53189086914062
urban,790.6647688356164,707.8236083984375
urban,842.8894905821918,1062.1114501953125
urban,427.56106592465756,841.91162109375
urban,247.2009631849315,416.3751220703125
urban,1016.7020547945206,359.5797424316406
urban,930.4867936643835,679.2918701171875
urban,1086.5630136986301,88.313690185546875
urban,477.91669520547947,134.86228942871094
urban,794.3983946917808,152.06800842285156
urban,559.9074914383561,807.21014404296875
urban,292.8907962328767,157.30029296875
urban,254.62821061643837,85.71622467041016
urban,1794.326198630137,293.8564758300781
urban,985.5202268835617,821.95428466796875
urban,214.27760059931506,305.29693603515625
urban,2172.3652397260275,119.63371276855469
urban,586.1921018835617,196.9188232421875
urban,559.1467679794521,374.4371032714844
urban,1531.922131849315,1066.58349609375
urban,135.43002996575342,637.9598166725852
urban,139.5009310787671,393.8097669813368
urban,739.3166738013699,67.69449361165364
urban,2082.2678938356166,83.34874725341797
urban,682.3449914383561,357.31890869140625
urban,381.77822131849314,1090.02490234375
urban,421.571404109589,934.4404296875
urban,92.1845836900685,93.11612701416016
urban,526.2946489726028,491.2242736816406
urban,743.7902183219178,510.5414733886719
urban,1037.8747217465752,744.4271240234375
urban,1039.5250428082193,91.33564758300781
urban,432.2190924657534,1422.111328125
urban,427.56106592465756,841.91162109375
urban,170.85982448630136,320.8663635253906
urban,204.8213238441781,659.69390869140625
urban,164.66277290239725,154.42723083496094
urban,1161.2761130136987,254.8607940673828
urban,1409.2569349315067,249.02244567871094
urban,152.62646083047946,193.41253662109375
urban,2047.1758561643835,168.3863983154297
urban,731.9026541095891,185.6697998046875
urban,1296.82448630137,96.57608795166016
urban,506.0308433219178,455.6495056152344
urban,878.2341395547945,1269.234375
urban,1496.21198630137,1066.58349609375
urban,774.7161601027398,294.4062805175781
urban,1149.2912671232878,321.325439453125
urban,427.3202696917808,707.8236083984375
urban,453.4750107020548,550.5294731987848
urban,1526.115667808219,101.54174041748047
urban,697.4840753424658,593.21539306640625
urban,700.6292594178083,712.45050048828125
urban,203.03278574486302,167.48828125
urban,716.9893407534247,166.14837646484375
urban,112.47425085616439,161.6578826904297
urban,668.6698202054795,160.70720999581474
urban,802.1013698630137,137.22650146484375
urban,1804.3514126712328,144.5694122314453
urban,441.005779109589,227.98797607421875
urban,1427.1550941780822,508.1314697265625
urban,1392.8311643835616,157.31558227539062
urban,1614.7979023972603,232.7644805908203
urban,91.25482127568493,485.6393127441406
urban,692.2785102739726,292.3492431640625
urban,257.23205265410957,873.82745361328125
urban,332.69871575342466,980.87591552734375
urban,1093.542508561644,337.0426940917969
urban,214.8257651969178,748.65960693359375
urban,3256.146832191781,354.0798034667969
urban,1100.360316780822,743.8348388671875
urban,478.85759845890414,105.91638946533203
urban,666.294220890411,221.8822479248047
urban,160.99494863013697,139.2570343017578
urban,758.9975599315069,159.9529571533203
urban,777.2818921232877,339.9179382324219
urban,411.38270547945206,389.91943359375
urban,504.14184503424656,379.9970397949219
urban,274.4503317636986,359.1349792480469
urban,478.85759845890414,105.91638946533203
urban,621.5564640410959,118.46366119384766
urban,332.5187928082192,129.85714721679687
urban,2326.742979452055,201.53189086914062
urban,1584.1808219178083,179.29615783691406
urban,114.09127782534246,319.984130859375
urban,160.99494863013697,139.2570343017578
urban,716.9334760273972,246.2333984375
urban,542.3108732876713,1132.655029296875
urban,240.95737371575342,506.32684326171875
urban,421.7453553082192,551.37994384765625
urban,426.99426369863016,723.44140625
urban,798.4042166095891,153.83668518066406
urban,716.4732020547946,551.1527099609375
urban,420.1564533390411,1316.0264892578125
urban,947.290261130137,1407.2977294921875
urban,463.4968857020548,516.7701416015625
urban,121.5347870291096,184.6741485595703
urban,203.5839683219178,141.72581481933594
urban,636.7165453767124,147.15496826171875
urban,434.4185573630137,821.95428466796875
urban,338.5398544520548,157.88778686523438
urban,792.5583904109589,817.38177490234375
urban,507.3673908390411,676.51983642578125
urban,1497.3177226027397,1130.396240234375
urban,756.6290881849316,99.54551696777344
urban,79.66712863869863,146.24688720703125
urban,819.179794520548,258.8075866699219
urban,656.3566566780822,981.74163818359375
urban,119.03754548373287,184.6741485595703
urban,661.913591609589,193.41253662109375
urban,1362.2869006849314,204.57877419211647
urban,212.32023223458904,161.5745849609375
urban,1004.0583261986301,1414.6265869140625
urban,688.777397260274,233.80625915527344
urban,230.47419734589042,146.5051727294922
urban,497.73836686643835,1261.5504150390625
urban,82.93696489726027,179.17962646484375
urban,875.6913955479451,141.72581481933594
urban,1036.7482448630137,208.81294759114581
urban,488.767551369863,171.86743291219074
urban,698.3686643835616,756.00750732421875
urban,548.3022046232877,435.4308776855469
urban,606.4343321917809,146.24688720703125
urban,1206.7995719178082,253.66085815429688
urban,401.49400684931504,192.5147705078125
urban,1061.538120719178,243.45413208007812
urban,427.3202696917808,707.8236083984375
urban,207.64207512842466,260.3591003417969
urban,465.8396404109589,726.88970947265625
urban,1188.7462756849316,254.61441040039062
urban,477.70582191780824,350.62359619140625
urban,489.3879066780822,918.1893310546875
urban,1658.671618150685,259.8771667480469
urban,1414.4915239726026,215.74784545898436
urban,141.09696061643837,116.04752349853516
urban,504.14184503424656,379.9970397949219
urban,1940.1685787671233,6055.53515625
urban,443.5903895547945,836.720703125
urban,775.2445633561643,140.3760528564453
urban,388.45948202054797,223.15182495117187
urban,631.5431506849316,246.2333984375
urban,532.1192529965754,1659.1300048828125
urban,761.3460616438356,1608.6900634765625
urban,394.5789169520548,123.58307647705078
urban,567.2872859589041,316.03903537326386
urban,331.45633561643837,297.76575724283856
urban,1049.2303510273973,433.5806884765625
urban,350.10927868150685,158.98681640625
urban,8025.402739726027,355.5439147949219
urban,430.0814640410959,264.322265625
urban,466.97144691780824,339.4163818359375
urban,710.4670376712329,87.9677505493164
urban,3078.465154109589,355.5439147949219
urban,1998.6644691780823,156.85308837890625
urban,830.5084546232877,243.5836181640625
urban,462.1769049657534,148.3314208984375
urban,302.63071489726025,125.87165069580078
urban,3974.4423801369862,508.1314697265625
urban,411.16711258561645,181.686767578125
urban,1298.3088184931507,807.23712158203125
urban,1470.1923801369862,4514.12646484375
urban,715.2140625,121.0009536743164
urban,192.00357983732877,161.6578826904297
urban,896.6703339041096,981.74163818359375
urban,335.4468107876712,236.22576904296875
urban,420.9149614726027,287.84808349609375
urban,1107.0095034246576,250.64686584472656
urban,451.5384952910959,980.87591552734375
urban,268.1869167380137,145.3598175048828
urban,182.3244220890411,319.984130859375
urban,421.3943386130137,807.21014404296875
urban,898.6010702054795,225.86708068847656
urban,632.1919520547946,540.3466796875
urban,1127.4639554794521,619.8464626736111
urban,1404.2108732876711,466.1700134277344
urban,1333.444520547945,189.549560546875
urban,894.3648544520548,110.84639739990234
urban,263.93700770547946,171.77430725097656
urban,1310.8663099315067,389.94091796875
urban,698.3686643835616,756.00750732421875
urban,534.7776113013699,274.5871887207031
urban,449.2546553938356,139.15025329589844
urban,798.5987157534247,911.556884765625
urban,312.67458261986303,1453.7967529296875
urban,182.76358625856165,939.99835205078125
urban,235.9966663099315,808.3572998046875
urban,456.0109160958904,123.58307647705078
urban,1440.6439212328767,641.75787353515625
urban,625.3019691780822,980.87591552734375
urban,890.6476669520548,297.4013366699219
urban,190.05723994006848,509.24822998046875
urban,411.16711258561645,181.686767578125
urban,346.80905393835616,370.7091369628906
urban,742.0984803082192,143.46534729003906
urban,1087.946147260274,247.24301147460937
urban,319.85403467465756,121.57359313964844
urban,401.31003852739724,89.17811584472656
urban,350.84457405821917,878.35443115234375
urban,341.1152504280822,211.6866455078125
urban,565.0253424657534,389.94091796875
urban,125.18581175085616,305.4986267089844
urban,1320.3028253424657,164.69573974609375
urban,1029.4184717465753,90.4345703125
urban,250.13851669520548,222.0863800048828
urban,484.41119434931505,589.427734375
